Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber
Aupry       ;Guerin   ;male  ;29;2/6/1995;190;80;59800;94 Chemin Challet            ;LILLE               ;367.957.534
Arnoux      ;Sennet   ;male  ;30;9/18/1993;183;76.7;97430;12 rue du Général Ailleret   ;LE TAMPON           ;266.292.693
Lévesque    ;Laurene  ;female;;3/25/1986;158;;;16 place de Miremont         ;VILLEPINTE          ;
Despins     ;Fealty   ;female;39;12/31/1984;164;;20200;54 Rue du Limas              ;BASTIA              ;496.216.069
Melanson    ;Martine  ;female;78;5/11/1946;166;90.7;52000;69 rue Ernest Renan          ;CHAUMONT            ;356.429.136
Pépin       ;Dreux    ;;57;7/26/1966;;88.9;57600;54 Boulevard de Normandie    ;FORBACH             ;307.715.687
D'Avis      ;Satordi  ;male  ;36;2/2/1988;183;83.1;59800;11 Chemin Challet            ;LILLE               ;
Desroches   ;Joséphine;female;71;12/21/1952;;;28100;5 rue Cazade                 ;DREUX               ;239.327.507
Rossignol   ;Iva      ;female;37;9/19/1986;164;70.3;92140;28 Rue de Strasbourg         ;CLAMART             ;192.553.351
Ferland     ;Laurent  ;male  ;49;12/14/1974;168;;93140;7 avenue de l'Amandier       ;;171.100.029
Berger      ;Martine  ;female;;11/29/1984;154;76.9;;38 Faubourg Saint Honoré     ;PAU                 ;576.643.326
Arnoux      ;Telford  ;male  ;73;;;69.9;92270;;BOIS-COLOMBES       ;113.324.039
Duhamel     ;Yvette   ;;36;;159;;34200;49 avenue de Bouvines        ;;410.323.484
David       ;Yseult   ;female;43;6/29/1980;157;96.9;77190;;;114.252.244
Blanc       ;Orlene   ;female;45;7/21/1978;167;90.2;44200;90 rue de Raymond Poincaré   ;;
Grandbois   ;Gilbert  ;male  ;80;9/23/1943;176;75;59200;1 quai Saint-Nicolas         ;TOURCOING           ;362.779.585
Durepos     ;Agate    ;female;49;7/7/1974;164;88;21000;82 rue des lieutemants Thomaz;DIJON               ;362.768.494
Bergeron    ;Pansy    ;female;70;12/30/1953;168;;59760;;GRANDE-SYNTHE       ;228.582.524
Savard      ;Fusberta ;female;;12/17/1995;168;60.5;92300;;LEVALLOIS-PERRET    ;
Lampron     ;Fabrice  ;;28;10/10/1995;174;;80000;30 rue de Geneve             ;AMIENS              ;337.222.946
Favreau     ;Tanguy   ;male  ;59;12/13/1964;173;71.5;77000;32 rue Reine Elisabeth       ;MELUN               ;180.574.474
Beauchamp   ;Belle    ;female;;;163;85.8;44700;38 boulevard Amiral Courbet  ;ORVAULT             ;290.492.404
Bureau      ;Granville;male  ;70;1/1/1954;181;104.1;90000;9 rue Jean Vilar             ;BELFORT             ;356.222.669
De La Ronde ;Chandler ;male  ;34;;185;111.4;65000;37 rue du Faubourg National  ;TARBES              ;593.910.226
Mailhot     ;Iva      ;female;85;5/15/1939;169;73.7;97460;61 rue Gouin de Beauchesne   ;SAINT-PAUL          ;
Lajeunesse  ;Roch     ;male  ;36;2/18/1988;170;108.5;76610;22 rue Michel Ange           ;LE HAVRE            ;
Souplet     ;Royden   ;male  ;59;7/19/1964;178;72.4;75019;;PARIS               ;150.329.515
Lizotte     ;Iva      ;female;74;10/16/1949;161;;69500;10 rue Grande Fusterie       ;BRON                ;464.373.896
Roussel     ;Alexis   ;;;8/11/1952;;75.7;33400;37 rue du Faubourg National  ;TALENCE             ;526.244.195
Goguen      ;Desire   ;male  ;29;12/28/1994;181;77.3;59400;;CAMBRAI             ;377.186.593
Goguen      ;Fletcher ;male  ;56;10/17/1967;166;68.9;54000;18 place Stanislas           ;NANCY               ;
Auberjonois ;Marcelle ;female;41;5/2/1983;163;70.2;78700;99 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;151.093.470
Vincent     ;Harcourt ;male  ;64;9/12/1959;176;80.4;;49 avenue Jean Portalis      ;TOURS               ;260.076.548
Babin       ;Paul     ;male  ;35;12/16/1988;171;96.9;24000;2 rue Clement Marot          ;PÉRIGUEUX           ;579.240.511
Laframboise ;Christoph;;84;;173;93.9;;58 rue des Lacs              ;HERBLAY             ;
Bonneville  ;Henry    ;male  ;36;9/6/1987;177;102.8;75004;76 rue Nationale             ;PARIS               ;100.591.214
Goguen      ;Bertrand ;male  ;;2/20/1967;172;113.4;38000;5 avenue Ferdinand de Lesseps;GRENOBLE            ;401.546.276
Brodeur     ;Talbot   ;male  ;41;;;94.2;;40 rue Bonneterie            ;MONTBÉLIARD         ;
Sacré       ;Royce    ;male  ;46;6/4/1977;172;85.5;33150;2 rue Porte d'Orange         ;CENON               ;519.027.879
Dumoulin    ;Martin   ;male  ;75;6/6/1948;170;89.1;13006;24 cours Franklin Roosevelt  ;MARSEILLE           ;419.455.709
Goddu       ;Lowell   ;male  ;65;8/15/1958;181;85.5;94260;8 rue Isambard               ;FRESNES             ;129.832.183
Paré        ;Alice    ;female;30;4/8/1994;160;85.6;54100;87 place Stanislas           ;NANCY               ;389.697.615
Nadeau      ;Élise    ;female;27;2/8/1997;;;;;MALAKOFF            ;155.536.604
Couture     ;Louise   ;female;76;12/28/1947;165;106.3;94320;51 rue du Faubourg National  ;THIAIS              ;171.386.537
Lefèbvre    ;Etoile   ;female;;11/3/1997;159;63.3;62200;9 rue Petite Fusterie        ;BOULOGNE-SUR-MER    ;348.024.149
Lambert     ;Hamilton ;;74;9/6/1949;172;;33500;;LIBOURNE            ;
Laforge     ;Ambra    ;female;35;;174;101.9;31000;;TOULOUSE            ;581.622.382
Bourgeau    ;Cendrillo;female;59;3/12/1965;154;90.5;64000;94 Faubourg Saint Honoré     ;PAU                 ;581.919.038
Bordeleau   ;Charmaine;female;72;9/27/1951;;80.2;38600;81 Boulevard de Normandie    ;FONTAINE            ;464.228.360
Berger      ;Odo      ;;;10/12/1999;172;83.4;95800;;CERGY               ;183.250.182
Dumont      ;Nadine   ;female;69;12/4/1954;164;64.4;37100;61 quai Saint-Nicolas        ;TOURS               ;216.273.978
Beausoleil  ;Lowell   ;male  ;;10/1/1955;167;95.5;;52 boulevard de Prague       ;NOISY-LE-GRAND      ;148.890.411
Michel      ;Channing ;male  ;72;;182;;35300;55 rue Isambard              ;FOUGÈRES            ;217.501.534
Parenteau   ;Angelette;female;60;12/29/1963;169;79.8;59100;72 rue de l'Epeule           ;ROUBAIX             ;342.751.247
Piedalue    ;Esmeraude;female;31;4/19/1993;170;96.5;69001;86 rue de la République      ;LYON                ;411.543.483
Charette    ;Maureen  ;female;78;;153;81.3;75007;;PARIS               ;
Lanctot     ;Marmion  ;male  ;68;9/3/1955;178;66.1;77350;86 rue Goya                  ;LE MÉE-SUR-SEINE    ;116.795.717
Laisné      ;Frontino ;male  ;48;5/5/1976;181;98.3;26200;;MONTÉLIMAR          ;425.063.373
Lalonde     ;Anne     ;female;52;8/22/1971;170;66.9;57200;92 rue des six frères Ruellan;SARREGUEMINES       ;301.404.404
Crête       ;Amitee   ;female;;10/6/1965;173;;;98 rue de Raymond Poincaré   ;NEUILLY-SUR-SEINE   ;121.520.491
Larocque    ;Inès     ;female;22;1/13/2002;154;71.9;88100;78 rue Pierre Motte          ;SAINT-DIÉ           ;
Cailot      ;Methena  ;female;;7/16/1939;;94.8;28100;43 rue Cazade                ;DREUX               ;250.230.811
Arpin       ;Avent    ;male  ;74;11/23/1949;166;68.2;44230;5 rue des six frères Ruellan ;SAINT-SÉBASTIEN-SUR-;217.738.662
Lévesque    ;Nicholas ;male  ;;4/8/1984;183;;35700;83 rue Lenotre               ;RENNES              ;242.618.464
Cormier     ;Troy     ;;76;4/14/1948;173;78.8;;94 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;
Lapointe    ;Xavierre ;female;;10/6/1977;173;61.4;41000;57 avenue de l'Amandier      ;BLOIS               ;
Potvin      ;Isaac    ;male  ;;8/2/1988;169;90.1;;82 avenue de Provence        ;VALENCIENNES        ;368.395.679
Lamour      ;Julien   ;male  ;70;9/26/1953;;;;20 rue Sadi Carnot           ;AURILLAC            ;468.412.106
Fouquet     ;Blanchefl;female;58;10/18/1965;170;99.9;;26 place Stanislas           ;NANTERRE            ;178.743.642
Bienvenue   ;Parnella ;;70;3/24/1954;155;93.5;97110;41 rue de la Boétie          ;;594.987.378
Paquet      ;Bellamy  ;;64;12/22/1959;170;100.7;87100;23 Chemin Challet            ;LIMOGES             ;550.478.997
Gosselin    ;Sargent  ;male  ;25;7/16/1998;177;94.2;75009;68 Place de la Madeleine     ;PARIS               ;118.828.212
Plante      ;Jean     ;;41;11/27/1982;175;94.1;13005;53 rue Beauvau               ;MARSEILLE           ;449.621.130
Babin       ;René     ;male  ;51;9/30/1972;180;109.4;;23 boulevard Albin Durand    ;CHAMBÉRY            ;415.052.021
Tessier     ;Yvette   ;female;;;157;57.8;;7 rue Pierre De Coubertin    ;;523.357.449
Lamothe     ;Bruno    ;male  ;65;3/2/1959;175;87.4;59130;33 Place Napoléon            ;LAMBERSART          ;336.232.273
Berie       ;Patrick  ;male  ;33;10/13/1990;183;;94320;64 rue du Faubourg National  ;THIAIS              ;147.750.453
Béland      ;Forrest  ;male  ;21;10/23/2002;182;97.7;59220;68 Cours Marechal-Joffre     ;DENAIN              ;331.773.003
Reault      ;Auda     ;female;72;11/24/1951;;75.3;75019;94 Faubourg Saint Honoré     ;PARIS               ;109.645.107
Marseau     ;Daisi    ;female;76;1/21/1948;168;50.1;75015;43 rue La Boétie             ;PARIS               ;142.214.986
Poisson     ;Marsilius;male  ;43;9/4/1980;183;84.7;;;;207.069.475
Lavoie      ;Dalmace  ;female;61;5/29/1962;168;82.7;33500;15 rue du Paillle en queue   ;LIBOURNE            ;
Riquier     ;Hardouin ;male  ;31;5/20/1992;189;97.9;91230;14 Rue de Verdun             ;;175.328.953
Carignan    ;Durandana;;64;;171;68.4;44230;66 rue des six frères Ruellan;SAINT-SÉBASTIEN-SUR-;
D'Avis      ;Oriel    ;female;;6/25/1998;160;;;79 Rue de la Pompe           ;;460.950.413
Du Trieux   ;Noël     ;male  ;65;7/15/1958;177;;;20 Rue de la Pompe           ;MANTES-LA-JOLIE     ;
Piedalue    ;Belle    ;female;68;;152;51.9;40100;49 Cours Marechal-Joffre     ;DAX                 ;586.957.487
Tremblay    ;Ferragus ;male  ;42;12/1/1981;183;;13127;;VITROLLES           ;404.280.286
Fortier     ;Quennel  ;male  ;66;6/19/1957;176;91.7;97139;85 rue du Général Ailleret   ;LES ABYMES          ;595.742.353
Parenteau   ;Vedette  ;female;;11/27/1993;;75.8;;33 rue Gontier-Patin         ;AGDE                ;439.711.085
Sauriol     ;Edmee    ;female;68;9/30/1955;161;86.8;39000;95 Rue Hubert de Lisle       ;;308.385.244
Robillard   ;Neville  ;male  ;36;11/21/1987;174;113.6;93140;91 avenue de l'Amandier      ;BONDY               ;182.347.074
Beaudry     ;Matilda  ;female;23;6/28/2000;161;58.7;92230;28 rue Saint Germain         ;GENNEVILLIERS       ;166.626.715
Sansouci    ;Harbin   ;male  ;80;4/4/1944;;86.8;;24 place Stanislas           ;NANTES              ;285.611.196
Chesnay     ;Charline ;female;60;8/20/1963;171;76.3;92320;85 rue du Gue Jacquet        ;CHÂTILLON           ;114.112.011
Beauchamp   ;Geneviève;female;37;8/26/1986;;56.7;83200;32 rue du Fossé des Tanneurs ;TOULON              ;
Gaulin      ;Jeannine ;female;70;5/10/1954;154;57.7;93380;64 rue Clement Marot         ;PIERREFITTE-SUR-SEIN;108.263.500
Cinq-Mars   ;Adrien   ;;46;2/16/1978;174;95.7;87280;59 rue Léon Dierx            ;;526.502.976
Vadeboncoeur;Vernon   ;male  ;53;4/10/1971;185;;94240;29 rue du Paillle en queue   ;;182.000.352
Lafontaine  ;Varden   ;male  ;84;4/19/1940;;92.5;94500;24 place Maurice-Charretier  ;CHAMPIGNY-SUR-MARNE ;168.007.622
Bourgouin   ;Gabrielle;female;31;3/28/1993;;87.5;95000;27 boulevard Albin Durand    ;CERGY               ;
Guay        ;Gay      ;female;26;9/3/1997;155;79.7;68100;53 rue des Coudriers         ;MULHOUSE            ;381.856.728
Létourneau  ;Brunella ;female;;7/6/1961;167;90.4;80000;37 rue de Geneve             ;AMIENS              ;
Bonenfant   ;Olivie   ;female;58;1/23/1966;170;92.2;6130;26 avenue Ferdinand de Lessep;;
Lécuyer     ;Vedette  ;;37;6/3/1986;161;98.9;76200;12 Cours Marechal-Joffre     ;DIEPPE              ;284.987.319
Giguère     ;Pierpont ;male  ;38;5/6/1986;184;;77380;;COMBS-LA-VILLE      ;
Perillard   ;Avelaine ;female;25;3/9/1999;155;70.8;13001;72 rue Beauvau               ;MARSEILLE           ;482.092.578
Charpentier ;Henri    ;male  ;23;6/20/2000;171;99.3;59400;94 Rue Marie De Médicis      ;CAMBRAI             ;394.542.741
Galarneau   ;Oliver   ;male  ;57;1/21/1967;179;;30900;81 boulevard de Prague       ;NÎMES               ;437.479.188
Auclair     ;Saber    ;male  ;64;7/26/1959;173;85.6;92170;60 boulevard d'Alsace        ;VANVES              ;105.767.359
Grandpré    ;Hélène   ;female;37;;161;90.5;6160;;JUAN-LES-PINS       ;488.005.416
Dionne      ;Gaspar   ;male  ;47;6/14/1976;;100.7;13600;;LA CIOTAT           ;415.823.526
Girard      ;André    ;;80;3/14/1944;;69.2;13013;40 boulevard de la Liberation;MARSEILLE           ;
Dupuis      ;Fabrice  ;male  ;76;;169;97.3;54100;60 place Stanislas           ;NANCY               ;302.935.688
Chesnay     ;Frédéric ;male  ;52;;180;100.2;83500;89 rue du Clair Bocage       ;;418.737.384
Sylvain     ;Campbell ;;83;12/21/1940;180;;97231;;LE ROBERT           ;530.960.108
Binet       ;Leala    ;female;33;7/28/1990;162;98.8;92360;32 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;182.806.248
Du Trieux   ;Fleurette;female;25;;;91.3;;35 rue des six frères Ruellan;SANNOIS             ;126.625.397
Berthelette ;Leone    ;female;80;5/9/1944;168;;73100;18 Chemin des Bateliers      ;AIX-LES-BAINS       ;452.859.697
Mailly      ;Andrée   ;female;67;3/7/1957;154;81;78300;29 rue de la Boétie          ;POISSY              ;117.606.060
Cinq-Mars   ;Émile    ;;;2/21/1948;171;;31700;63 rue Marie de Médicis      ;;584.214.321
Gadbois     ;Ancelote ;;66;3/15/1958;162;;;63 rue Gouin de Beauchesne   ;SAINT-MICHEL-SUR-ORG;
Veronneau   ;Campbell ;male  ;70;6/21/1953;168;80;54500;;VANDOEUVRE-LÈS-NANCY;
Rouze       ;Pascal   ;male  ;80;6/4/1943;169;99;;93 rue du Paillle en queue   ;;
Chevrette   ;Gradasso ;male  ;;6/3/1973;;;17300;54 rue de Groussay           ;;596.156.668
Bédard      ;Olivie   ;female;;5/31/1990;166;62.8;6520;87 avenue Voltaire           ;MAGAGNOSC           ;431.989.679
Deschênes   ;Esmeraude;female;;10/25/1996;174;79.5;62700;98 rue Grande Fusterie       ;BRUAY-LA-BUISSIÈRE  ;258.213.023
Dionne      ;Pomeroy  ;male  ;39;12/23/1984;182;90.8;59760;55 avenue Ferdinand de Lessep;GRANDE-SYNTHE       ;245.847.882
Archambault ;Patrice  ;female;;6/24/1996;158;;71300;1 Rue de Verdun              ;MONTCEAU-LES-MINES  ;373.531.666
Austin      ;Garland  ;male  ;77;3/27/1947;166;68.1;78600;44 avenue Voltaire           ;MAISONS-LAFFITTE    ;105.563.092
Bonenfant   ;Quennel  ;male  ;22;1/6/2002;;62.1;59190;;HAZEBROUCK          ;329.831.112
Cressac     ;Jeanette ;female;;6/17/1993;164;;63100;67 Rue de Strasbourg         ;;
Vadnais     ;Fabienne ;female;53;4/13/1971;173;;;43 boulevard Bryas           ;;195.191.756
Course      ;Aurore   ;female;19;8/4/2004;163;;25000;13 rue Jean Vilar            ;BESANÇON            ;358.074.473
Jodoin      ;Éléonore ;female;72;5/6/1952;156;83.6;13800;89 route de Lyon             ;ISTRES              ;492.045.691
Audibert    ;Demi     ;female;77;;168;;64700;66 avenue Voltaire           ;MAISONS-ALFORT      ;590.749.909
Chastain    ;Auguste  ;male  ;37;12/8/1986;167;114;56100;69 Rue Hubert de Lisle       ;LORIENT             ;288.955.502
Fresne      ;Jesper   ;male  ;43;11/7/1980;;67.8;97300;69 rue Porte d'Orange        ;;596.599.988
Tisserand   ;Clothilde;female;64;1/30/1960;158;92.9;97110;;POINTE-À-PITRE      ;514.879.958
Plourde     ;Christian;female;82;3/12/1942;153;74.8;95870;97 rue Marie de Médicis      ;BEZONS              ;171.478.973
Louineaux   ;Jules    ;male  ;69;2/24/1955;174;65.6;62800;47 Chemin Challet            ;LIÉVIN              ;357.084.830
Tétrault    ;Marmion  ;male  ;64;1/5/1960;180;65.2;24100;77 rue Jean Vilar            ;BERGERAC            ;514.016.246
Boucher     ;Hilaire  ;;48;6/3/1975;;62.2;;77 rue du Général Ailleret   ;LES ABYMES          ;562.136.458
Chalifour   ;Channing ;male  ;;2/1/1998;;61.7;30900;;NÎMES               ;479.098.529
Deserres    ;Charlotte;female;72;10/2/1951;152;52.3;93250;60 Place Charles de Gaulle   ;VILLEMOMBLE         ;179.647.308
Mazuret     ;Albertine;female;65;5/21/1958;164;;;;ABBEVILLE           ;309.143.315
Morel       ;Zoé      ;female;;12/8/1995;156;87.6;91240;33 rue Gouin de Beauchesne   ;SAINT-MICHEL-SUR-ORG;191.797.792
Charlebois  ;Renée    ;female;60;;170;97.9;62300;24 rue du Général Ailleret   ;LENS                ;
Charlebois  ;Gauthier ;male  ;31;4/30/1993;189;;33160;81 rue des Dunes             ;SAINT-MÉDARD-EN-JALL;598.509.674
Miron       ;Élise    ;female;83;;152;91.4;;93 rue Lenotre               ;RENNES              ;223.213.552
Cuillerier  ;Jacquelin;;;7/20/1954;156;;81000;70 Chemin des Bateliers      ;;
Labbé       ;Patrick  ;male  ;;10/1/2003;;85.7;38400;47 rue des Dunes             ;SAINT-MARTIN-D'HÈRES;495.318.204
Marquis     ;Adrien   ;male  ;35;10/21/1988;171;89.2;42400;48 rue des Nations Unies     ;SAINT-CHAMOND       ;417.700.993
Bondy       ;Holly    ;female;63;12/15/1960;157;95.2;59160;;LOMME               ;372.484.039
Lesage      ;D'Arcy   ;male  ;27;4/14/1997;176;73.3;76120;70 boulevard Aristide Briand ;LE GRAND-QUEVILLY   ;
Guimond     ;Charline ;female;;10/29/1943;156;76.3;75015;86 rue La Boétie             ;PARIS               ;
Lavoie      ;Thibaut  ;male  ;;3/21/1959;186;111.6;84000;61 Rue Joseph Vernet         ;AVIGNON             ;421.301.895
Perrault    ;Francis  ;male  ;26;2/27/1998;;66.7;88000;48 Rue du Palais             ;ÉPINAL              ;382.075.443
LaGarde     ;Sibyla   ;female;80;5/12/1944;166;106.9;91330;;YERRES              ;113.864.353
Lécuyer     ;Yolande  ;female;48;11/23/1975;171;83.3;86000;27 rue de la Boétie          ;POITIERS            ;542.123.901
David       ;Pierre   ;male  ;;;175;;14000;34 Chemin Du Lavarin Sud     ;CAEN                ;294.924.249
Rivard      ;Léon     ;male  ;21;7/19/2002;171;87;70000;82 Rue Frédéric Chopin       ;VESOUL              ;346.450.094
DuLin       ;Quincy   ;male  ;69;8/27/1954;180;;;17 Rue Marie De Médicis      ;CAMBRAI             ;308.980.946
Perrault    ;Loring   ;male  ;42;3/26/1982;167;65;;;ÉPINAY-SUR-SEINE    ;
Mailly      ;Vignette ;female;39;;162;;84200;95 rue Porte d'Orange        ;CARPENTRAS          ;
Gingras     ;Fabrice  ;male  ;27;7/28/1996;186;96;46000;;CAHORS              ;586.559.067
Louis       ;Quennel  ;male  ;65;8/9/1958;168;96.1;97500;45 rue de la Hulotais        ;SAINT-PIERRE-ET-MIQU;585.529.818
Cormier     ;Emmanuel ;male  ;51;2/19/1973;173;107.6;97419;1 rue de l'Aigle             ;LA POSSESSION       ;278.240.074
Dostie      ;Fiacre   ;male  ;68;8/6/1955;;;33140;5 Place Charles de Gaulle    ;VILLENAVE-D'ORNON   ;538.368.300
Monty       ;Peverell ;male  ;84;12/24/1939;166;93.7;94190;;VILLENEUVE-SAINT-GEO;111.469.585
Guay        ;Alexandri;female;81;2/22/1943;;76.3;83130;45 rue des Soeurs            ;LA GARDE            ;471.744.710
Francoeur   ;Ninette  ;female;;4/27/1955;156;74.9;64700;;MAISONS-ALFORT      ;564.060.203
Forest      ;Charmaine;;46;;153;53.8;;;AIX-EN-PROVENCE     ;435.431.523
Pariseau    ;Solaine  ;female;22;1/24/2002;165;;94000;50 boulevard Bryas           ;;
Echeverri   ;Edmee    ;female;42;8/12/1981;174;;91210;;DRAVEIL             ;136.008.800
Rochefort   ;Charlotte;;;2/25/1956;171;;93240;63 avenue Jules Ferry        ;STAINS              ;181.216.021
Chastain    ;Courtland;male  ;;;171;73.6;69300;1 Rue Marie De Médicis       ;;449.823.238
Michaud     ;Chantal  ;female;45;9/25/1978;162;69.1;67500;52 Avenue des Tuileries      ;;314.501.009
Patry       ;Vignette ;;30;1/11/1994;158;59.9;82000;76 rue Bonneterie            ;MONTAUBAN           ;509.589.645
Benoit      ;Jeanne   ;female;29;7/16/1994;160;51.8;;19 rue Clement Marot         ;PÉRIGUEUX           ;564.688.007
Charbonneau ;Zoé      ;female;60;;166;103.5;63000;17 Rue de Strasbourg         ;CLERMONT-FERRAND    ;424.514.788
Arsenault   ;Brice    ;male  ;62;4/19/1962;177;67.8;69100;98 rue Marguerite            ;VILLEURBANNE        ;474.198.540
Laramée     ;Frédériqu;female;84;6/15/1939;168;81.3;38600;;FONTAINE            ;409.619.619
Durand      ;Fifi     ;female;24;8/23/1999;;61;45100;82 boulevard Amiral Courbet  ;ORLÉANS             ;284.622.125
Marcoux     ;Marphisa ;;76;1/15/1948;157;;76800;6 rue du Château             ;SAINT-ÉTIENNE-DU-ROU;284.060.045
Proulx      ;Peppin   ;male  ;72;1/24/1952;178;99.5;86100;61 rue du Gue Jacquet        ;CHÂTELLERAULT       ;546.726.210
Tougas      ;Millard  ;male  ;28;;180;91.2;76600;75 rue Michel Ange           ;;254.256.088
